event_time,estimate,se,ci_lower,ci_upper,weight,outcome_group,outcome_type
4,-0.33879523234441,3.50749412410635,-7.21335739157871,6.53576692688989,uw,ce,spending
5,-1.62466283993859,4.61074305724002,-10.6615531740971,7.41222749421994,uw,ce,spending
6,-3.13141076710758,6.10308072113157,-15.0932291752662,8.83040764105102,uw,ce,spending
7,-5.55880116732607,8.05803901982937,-21.3522674322101,10.2346650975579,uw,ce,spending
8,-7.49578500758685,10.182579589389,-27.4532742725019,12.4617042573282,uw,ce,spending
9,-9.45979104994478,10.8074105208589,-30.6419264369676,11.722344337078,uw,ce,spending
-4,-22.6546820936433,9.00027830850726,-40.2949034291546,-5.01446075813196,emw,obesity,spending
-3,-13.7694314800028,5.42677473783874,-24.4057145183785,-3.13314844162711,emw,obesity,spending
-2,-4.51744938418051,1.51549284528071,-7.48776077975883,-1.54713798860219,emw,obesity,spending
-1,0,,,,emw,obesity,spending
0,78.9886818888163,12.879767521595,53.7448014172414,104.232562360391,emw,obesity,spending
1,170.4862460288,28.8374252089003,113.965931212488,227.006560845112,emw,obesity,spending
2,189.212316314855,21.3508772135891,147.365365937883,231.059266691827,emw,obesity,spending
3,139.887076087568,22.3097921415802,96.1606869874961,183.61346518764,emw,obesity,spending
4,203.838991493023,25.5637873313616,153.734889015113,253.943093970933,emw,obesity,spending
5,358.637357846745,55.5127048470174,249.834455662189,467.440260031301,emw,obesity,spending
6,660.216986269706,80.1926346546264,503.042310521259,817.391662018152,emw,obesity,spending
7,689.205879218061,95.2556901969926,502.50815710945,875.903601326671,emw,obesity,spending
8,870.378042276867,130.715111456512,614.181131586966,1126.57495296677,emw,obesity,spending
9,986.942927604213,120.933703114452,749.917224982828,1223.9686302256,emw,obesity,spending
-4,-54.9923680907123,23.5873316312754,-101.222688579415,-8.76204760201004,emw,diab_cardiac,spending
-3,-14.6775461230136,17.9528163370979,-49.8644195647878,20.5093273187606,emw,diab_cardiac,spending
-2,37.4134067122632,26.8961436628875,-15.3020661900115,90.1288796145378,emw,diab_cardiac,spending
-1,0,,,,emw,diab_cardiac,spending
0,34.8809583735365,16.799330565525,1.95487550072451,67.8070412463485,emw,diab_cardiac,spending
1,-33.7543474133126,35.9698808425543,-104.254018392916,36.745323566291,emw,diab_cardiac,spending
2,131.779246583284,73.3089308633354,-11.9036176539896,275.462110820559,emw,diab_cardiac,spending
3,83.1775705621385,42.0482077860965,0.764597686932731,165.590543437344,emw,diab_cardiac,spending
4,178.006444821031,58.4510868091135,63.444419817944,292.568469824117,emw,diab_cardiac,spending
5,15.2473139577578,115.597043695708,-211.318728405133,241.813356320649,emw,diab_cardiac,spending
6,264.622225217596,98.5516758852083,71.4644898665231,457.779960568669,emw,diab_cardiac,spending
7,162.752985859772,65.8455504457444,33.6980784438975,291.807893275646,emw,diab_cardiac,spending
8,94.9213029101829,60.7054150534442,-24.0591242611233,213.901730081489,emw,diab_cardiac,spending
9,-22.0867189719957,71.9954752415923,-163.195257495362,119.02181955137,emw,diab_cardiac,spending
-4,-77.6470501843451,29.2154935178849,-134.908365269963,-20.3857350987272,emw,all,spending
-3,-28.4469776030055,20.1095991309739,-67.8610676432522,10.9671124372412,emw,all,spending
-2,32.8959573280918,25.6473659601664,-17.3719562521529,83.1638709083365,emw,all,spending
-1,0,,,,emw,all,spending
0,113.869640262365,23.7162334065578,67.3866769365656,160.352603588164,emw,all,spending
1,136.731898615499,49.0836689856474,40.5296751745442,232.934122056453,emw,all,spending
2,320.991562898153,82.3899286824816,159.510269991665,482.47285580464,emw,all,spending
3,223.064646649716,39.032046149481,146.563241953829,299.566051345604,emw,all,spending
4,381.845436314066,50.1560755384825,283.54133465277,480.149537975362,emw,all,spending
5,373.884671804512,129.302578576685,120.456274686048,627.313068922975,emw,all,spending
6,924.839211487309,160.47667946408,610.310699379135,1239.36772359548,emw,all,spending
7,851.958865077842,135.033194923396,587.298666310609,1116.61906384508,emw,all,spending
8,965.299345187059,162.878546919806,646.063259370021,1284.5354310041,emw,all,spending
9,964.856208632231,158.51718655323,654.168232057283,1275.54418520718,emw,all,spending
-4,-0.017253042157269,0.0067225085198327,-0.0304289167419047,-0.00407716757263323,emw,obesity,rx
-3,-0.010456301704183,0.00404873101973625,-0.0183916686859562,-0.00252093472240982,emw,obesity,rx
-2,-0.00352961113750494,0.00118631808892277,-0.00585475186600195,-0.00120447040900793,emw,obesity,rx
-1,0,,,,emw,obesity,rx
0,0.060435936627139,0.0101791670734104,0.0404851357706386,0.0803867374836393,emw,obesity,rx
1,0.131892812648322,0.0229526972125959,0.0869063527635808,0.176879272533062,emw,obesity,rx
2,0.14638819483074,0.0155378307670416,0.11593460612946,0.17684178353202,emw,obesity,rx
3,0.109361865608501,0.0171660577693897,0.075717010623963,0.143006720593038,emw,obesity,rx
4,0.164499250920177,0.019870819308054,0.125553160733088,0.203445341107266,emw,obesity,rx
5,0.288113442919919,0.0436893360891205,0.202483917676777,0.373742968163061,emw,obesity,rx
6,0.527103865896654,0.0614478552323802,0.406668282713958,0.64753944907935,emw,obesity,rx
7,0.560728858201647,0.0773186802051287,0.409187029667425,0.712270686735869,emw,obesity,rx
8,0.716734568299061,0.107629541003542,0.505784544259542,0.927684592338579,emw,obesity,rx
9,0.82099888472124,0.101340762251424,0.622374640542612,1.01962312889987,emw,obesity,rx
-4,-0.0423237910965764,0.0208943685536694,-0.0832760009414746,-0.00137158125167817,emw,diab_cardiac,rx
-3,-0.0140383128423007,0.0150995157335211,-0.0436328198639981,0.0155561941793966,emw,diab_cardiac,rx
-2,0.0322943533218858,0.0252809643338572,-0.0172554262669159,0.0818441329106875,emw,diab_cardiac,rx
-1,0,,,,emw,diab_cardiac,rx
0,0.0327721000590344,0.015000634197423,0.00337139728682536,0.0621728028312435,emw,diab_cardiac,rx
1,-0.0250040884457903,0.0351718039314794,-0.0939395574227941,0.0439313805312136,emw,diab_cardiac,rx
2,0.139364711718578,0.0615273719387274,0.0187732786552719,0.259956144781884,emw,diab_cardiac,rx
3,0.0982669880142524,0.0357893581411935,0.0281211350277078,0.168412841000797,emw,diab_cardiac,rx
4,0.172672324448726,0.0475176405916531,0.0795394602587675,0.265805188638685,emw,diab_cardiac,rx
5,0.00603656581990641,0.122785947148428,-0.234619468398651,0.246692600038464,emw,diab_cardiac,rx
6,0.245050869705207,0.0788383740614193,0.0905304959451279,0.399571243465285,emw,diab_cardiac,rx
7,0.159297202107377,0.0516771114767003,0.0580119247879826,0.260582479426771,emw,diab_cardiac,rx
8,0.140576645694253,0.050262314585878,0.04206431932631,0.239088972062196,emw,diab_cardiac,rx
9,0.013927540026657,0.0584558348739601,-0.100643791012525,0.128498871065839,emw,diab_cardiac,rx
-4,-0.0595768332538391,0.023099528604656,-0.104851077378818,-0.0143025891288606,emw,all,rx
-3,-0.0244946145464766,0.0153482604074823,-0.054576652170484,0.00558742307753074,emw,all,rx
-2,0.0287647421843857,0.0242916834347822,-0.0188460824716355,0.076375566840407,emw,all,rx
-1,0,,,,emw,all,rx
0,0.0932080366861818,0.020440164205912,0.0531460510045095,0.133270022367854,emw,all,rx
1,0.106888724202534,0.0468646250350664,0.0150357469848297,0.198741701420238,emw,all,rx
2,0.285752906549321,0.067393199470053,0.153664662785094,0.417841150313549,emw,all,rx
3,0.207628853622754,0.033640228744615,0.14169521685162,0.273562490393889,emw,all,rx
4,0.337171575368911,0.0400724973909092,0.258630923712154,0.415712227025669,emw,all,rx
5,0.294150008739829,0.13214963870093,0.0351414763160248,0.553158541163632,emw,all,rx
6,0.772154735601863,0.127233225254862,0.522782196465462,1.02152727473826,emw,all,rx
7,0.720026060309028,0.108904906323637,0.50657636617499,0.933475754443065,emw,all,rx
8,0.857311213993317,0.141978489286698,0.579038488411982,1.13558393957465,emw,all,rx
9,0.834926424747897,0.133806453929581,0.572670594146901,1.09718225534889,emw,all,rx
-4,-17.6741687204749,6.94866401415022,-31.2932999288788,-4.05503751207094,emw,obesity,net_spending
-3,-10.7381388779004,4.18781610206778,-18.9461076118301,-2.53017014397062,emw,obesity,net_spending
-2,-3.53390115722459,1.17186598993172,-5.83071629219815,-1.23708602225104,emw,obesity,net_spending
-1,0,,,,emw,obesity,net_spending
0,60.5562601000866,9.85980020511271,41.231406803305,79.8811133968681,emw,obesity,net_spending
1,130.236759727124,21.9611056581454,87.1937835764806,173.279735877768,emw,obesity,net_spending
2,144.762669166467,16.3914606750738,112.635996589318,176.889341743616,emw,obesity,net_spending
3,107.018263360334,16.9179877584806,73.8596166628228,140.176910057846,emw,obesity,net_spending
4,156.03967105133,19.2571076237577,118.296433662353,193.782908440306,emw,obesity,net_spending
5,274.398067620794,42.1029114799714,191.877877475772,356.918257765816,emw,obesity,net_spending
6,506.077588321587,62.2192465222301,384.130105992797,628.025070650377,emw,obesity,net_spending
7,528.360685412658,73.4564075977178,384.388772087436,672.332598737879,emw,obesity,net_spending
8,664.164701467612,100.083414332477,468.004813926157,860.324589009067,emw,obesity,net_spending
9,751.6467732233,91.9729424639979,571.38311844169,931.91042800491,emw,obesity,net_spending
-4,-26.8355305987816,18.2175240420407,-62.5412216086738,8.87016041111064,emw,diab_cardiac,net_spending
-3,-3.8504577313779,13.400848194231,-30.1156375543592,22.4147220916034,emw,diab_cardiac,net_spending
-2,23.7890574570001,14.5347933274383,-4.69861398751207,52.2767289015123,emw,diab_cardiac,net_spending
-1,0,,,,emw,diab_cardiac,net_spending
0,14.3822481666039,10.3987016542156,-5.99883256163572,34.7633288948434,emw,diab_cardiac,net_spending
1,-31.215490429875,26.9264823063229,-83.9904259806229,21.5594451208729,emw,diab_cardiac,net_spending
2,62.4058209571713,49.4081773984249,-34.4324272855073,159.24406919985,emw,diab_cardiac,net_spending
3,38.0286628728609,30.9136698906804,-22.561016742833,98.6183424885547,emw,diab_cardiac,net_spending
4,110.477636042406,47.0156347452201,18.3286852314844,202.626586853327,emw,diab_cardiac,net_spending
5,7.10189411963984,84.0577368689034,-157.648242765355,171.852031004635,emw,diab_cardiac,net_spending
6,180.868033398173,76.4033976923812,31.1201256246151,330.615941171731,emw,diab_cardiac,net_spending
7,114.194596192529,52.448612615047,11.3972044279441,216.991987957115,emw,diab_cardiac,net_spending
8,64.3847707141867,47.1132803526361,-27.9555619705185,156.725103398892,emw,diab_cardiac,net_spending
9,-14.2242765962601,55.8015400693553,-123.593285414065,95.1447322215449,emw,diab_cardiac,net_spending
-4,-44.5096993192674,23.4612627148073,-90.4929292721222,1.47353063358742,emw,all,net_spending
-3,-14.5885966092874,16.0764102315629,-46.0977816638419,16.9205884452671,emw,all,net_spending
-2,20.2551562997651,13.6626272450284,-6.52310103468627,47.0334136342164,emw,all,net_spending
-1,0,,,,emw,all,net_spending
0,74.9385082666777,14.1986105515283,47.1097429551718,102.767273578184,emw,all,net_spending
1,99.0212692972391,34.1787982279692,32.032055735558,166.01048285892,emw,all,net_spending
2,207.168490123633,55.9529508277599,97.5027216724831,316.834258574783,emw,all,net_spending
3,145.046926233187,28.3925789033805,89.3984941543498,200.695358312025,emw,all,net_spending
4,266.517307093724,38.9884931104559,190.101264785742,342.933349401705,emw,all,net_spending
5,281.499961740423,92.8969906897712,99.4252057163186,463.574717764527,emw,all,net_spending
6,686.945621719749,126.877200543658,438.270878194914,935.620365244585,emw,all,net_spending
7,642.55528160517,109.575695475673,427.790864891924,857.319698318417,emw,all,net_spending
8,728.549472181787,126.196040152693,481.209778490938,975.889165872636,emw,all,net_spending
9,737.422496627029,124.376776950565,493.64849329075,981.196499963307,emw,all,net_spending
-4,0.948819810849614,0.378518236687092,0.206937699451307,1.69070192224792,emw,ce,spending
-3,0.511693063875271,0.307302243767192,-0.0906082662767732,1.11399439402731,emw,ce,spending
-2,0.236465831055398,0.19012389653193,-0.136170158747605,0.609101820858401,emw,ce,spending
-1,0,,,,emw,ce,spending
0,-0.205994644247596,0.288317109439327,-0.77108579487537,0.359096506380178,emw,ce,spending
1,-0.421040013401182,0.648560931814877,-1.69219608153808,0.850116054735715,emw,ce,spending
2,-0.825051579107935,1.02784243141434,-2.83958572646212,1.18948256824625,emw,ce,spending
3,-1.45356052784098,1.75062693531478,-4.88472627142368,1.97760521574172,emw,ce,spending
4,-3.34571252717291,3.03572184245323,-9.29561800546281,2.60419295111699,emw,ce,spending
5,-5.51112647706691,4.09531333625209,-13.5377931215276,2.51554016739376,emw,ce,spending
6,-9.66423742323389,5.57018571618139,-20.5816008141489,1.25312596768108,emw,ce,spending
7,-9.78244016351113,6.60091543213624,-22.7199966754928,3.15511634847054,emw,ce,spending
8,-18.3249731776205,8.76128499928205,-35.4967762345044,-1.15317012073666,emw,ce,spending
9,-12.6885560394332,8.13156543365703,-28.6261314273318,3.2490193484654,emw,ce,spending
